timestamp,count
2025-02-23 08:23:28.722356,1
2025-02-23 08:23:28.853891,1
2025-02-23 08:23:28.986290,1
2025-02-23 08:23:29.121065,1
2025-02-23 08:23:29.256084,1
2025-02-23 08:23:29.388385,1
2025-02-23 08:23:29.524333,1
2025-02-23 08:23:29.654306,0
2025-02-23 08:23:29.786234,0
2025-02-23 08:23:29.921441,1
2025-02-23 08:23:30.055475,1
2025-02-23 08:23:30.190191,1
2025-02-23 08:23:30.325617,1
2025-02-23 08:23:30.459598,1
2025-02-23 08:23:30.590783,1
2025-02-23 08:23:30.725919,1
2025-02-23 08:23:30.856470,1
2025-02-23 08:23:30.989571,0
2025-02-23 08:23:31.120640,1
2025-02-23 08:23:31.255261,0
2025-02-23 08:23:31.392710,0
2025-02-23 08:23:31.523681,0
2025-02-23 08:23:31.652941,1
